Flight_Date,AircraftType,REG,OUT_FLIGHT,OUT_DATE_TIME,TOWN_TO,COUNTRY,Airline_Name,Lat_to,Lon_to,TOWN_FROM,Lat_from,Lon_from
2022-05-30 08:17:00,32B,73326,N4 163,2022-05-30 08:17:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-05-31 08:24:00,32Q,73322,N4 163,2022-05-31 08:24:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-01 08:10:00,32B,73326,N4 163,2022-06-01 08:10:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-02 08:13:00,32B,73326,N4 163,2022-06-02 08:13:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-03 08:15:00,321,73273,N4 163,2022-06-03 08:15:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-04 08:12:00,321,73271,N4 163,2022-06-04 08:12:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-05 08:11:00,321,73271,N4 163,2022-06-05 08:11:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-07 08:11:00,32Q,73322,N4 163,2022-06-07 08:11:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-06 08:13:00,32B,73326,N4 163,2022-06-06 08:13:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-08 08:11:00,32B,73326,N4 163,2022-06-08 08:11:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-09 08:24:00,32B,73326,N4 163,2022-06-09 08:24:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-10 14:13:00,32B,73326,N4 163,2022-06-10 14:13:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-11 08:15:00,32B,73326,N4 163,2022-06-11 08:15:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-12 08:17:00,32B,73326,N4 163,2022-06-12 08:17:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-13 08:14:00,32B,73326,N4 163,2022-06-13 08:14:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-14 08:07:00,32Q,73322,N4 163,2022-06-14 08:07:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-16 08:15:00,32Q,73322,N4 163,2022-06-16 08:15:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-17 14:49:00,32Q,73323,N4 163,2022-06-17 14:49:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-18 08:57:00,32Q,73322,N4 163,2022-06-18 08:57:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-19 08:13:00,32B,73326,N4 163,2022-06-19 08:13:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-20 08:09:00,32B,73326,N4 163,2022-06-20 08:09:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-21 08:24:00,321,73273,N4 163,2022-06-21 08:24:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-22 08:19:00,321,73273,N4 163,2022-06-22 08:19:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-23 08:12:00,32Q,73323,N4 163,2022-06-23 08:12:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-24 14:15:00,32Q,73323,N4 163,2022-06-24 14:15:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-25 08:11:00,32Q,73323,N4 163,2022-06-25 08:11:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-26 08:14:00,32B,73326,N4 163,2022-06-26 08:14:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-28 08:14:00,32Q,73322,N4 163,2022-06-28 08:14:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-27 08:14:00,32B,73326,N4 163,2022-06-27 08:14:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-29 08:21:00,32Q,73322,N4 163,2022-06-29 08:21:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-06-30 08:18:00,32B,73326,N4 163,2022-06-30 08:18:00,Мин.Воды,Россия,Nordwind Airlines,44.208806,43.13834,Москва,55.755864,37.617698
2022-05-01 16:11:00,321,73271,N4 303,2022-05-01 16:11:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-02 15:10:00,73H,73318,N4 303,2022-05-02 15:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-03 15:09:00,321,73271,N4 303,2022-05-03 15:09:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-04 15:14:00,73H,73315,N4 303,2022-05-04 15:14:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-05 15:15:00,73H,73317,N4 303,2022-05-05 15:15:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-06 16:14:00,32Q,73323,N4 303,2022-05-06 16:14:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-07 15:18:00,32Q,73323,N4 303,2022-05-07 15:18:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-08 15:15:00,32Q,73323,N4 303,2022-05-08 15:15:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-09 15:15:00,73H,73317,N4 303,2022-05-09 15:15:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-10 15:11:00,32Q,73323,N4 303,2022-05-10 15:11:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-12 13:00:00,321,73273,N4 303,2022-05-12 13:00:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-11 15:14:00,321,73271,N4 303,2022-05-11 15:14:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-13 13:00:00,73H,73313,N4 303,2022-05-13 13:00:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-14 12:57:00,73H,73313,N4 303,2022-05-14 12:57:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-15 12:59:00,73H,73317,N4 303,2022-05-15 12:59:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-16 12:56:00,73H,73313,N4 303,2022-05-16 12:56:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-17 13:24:00,73H,73313,N4 303,2022-05-17 13:24:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-18 12:58:00,73H,73313,N4 303,2022-05-18 12:58:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-19 13:20:00,73H,73313,N4 303,2022-05-19 13:20:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-20 13:00:00,73H,73319,N4 303,2022-05-20 13:00:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-22 12:58:00,73H,73312,N4 303,2022-05-22 12:58:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-21 12:55:00,73H,73313,N4 303,2022-05-21 12:55:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-23 12:59:00,73H,73319,N4 303,2022-05-23 12:59:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-24 12:55:00,321,73271,N4 303,2022-05-24 12:55:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-25 13:00:00,73H,73319,N4 303,2022-05-25 13:00:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-26 14:38:00,73H,73319,N4 303,2022-05-26 14:38:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-27 12:56:00,73H,73319,N4 303,2022-05-27 12:56:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-28 12:55:00,73H,73319,N4 303,2022-05-28 12:55:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-29 13:00:00,32B,73326,N4 303,2022-05-29 13:00:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-30 12:57:00,73H,73319,N4 303,2022-05-30 12:57:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-31 12:56:00,73H,73319,N4 303,2022-05-31 12:56:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-01 13:17:00,73H,73313,N4 303,2022-06-01 13:17:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-02 13:11:00,73H,73313,N4 303,2022-06-02 13:11:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-03 13:08:00,73H,73319,N4 303,2022-06-03 13:08:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-04 13:13:00,73H,73313,N4 303,2022-06-04 13:13:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-05 13:11:00,73H,73313,N4 303,2022-06-05 13:11:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-06 13:12:00,73H,73313,N4 303,2022-06-06 13:12:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-07 13:22:00,73H,73317,N4 303,2022-06-07 13:22:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-08 13:12:00,73H,73313,N4 303,2022-06-08 13:12:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-09 13:10:00,73H,73317,N4 303,2022-06-09 13:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-10 13:17:00,321,73273,N4 303,2022-06-10 13:17:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-11 13:13:00,73H,73317,N4 303,2022-06-11 13:13:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-12 13:10:00,73H,73313,N4 303,2022-06-12 13:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-13 13:10:00,73H,73317,N4 303,2022-06-13 13:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-14 13:10:00,73H,73317,N4 303,2022-06-14 13:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-15 13:11:00,73H,73313,N4 303,2022-06-15 13:11:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-16 13:12:00,73H,73317,N4 303,2022-06-16 13:12:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-18 13:14:00,321,73273,N4 303,2022-06-18 13:14:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-17 13:11:00,73H,73317,N4 303,2022-06-17 13:11:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-19 13:10:00,73H,73318,N4 303,2022-06-19 13:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-20 13:06:00,73H,73318,N4 303,2022-06-20 13:06:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-21 13:22:00,73H,73317,N4 303,2022-06-21 13:22:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-22 13:10:00,73H,73317,N4 303,2022-06-22 13:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-23 13:18:00,73H,73317,N4 303,2022-06-23 13:18:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-24 13:09:00,73H,73317,N4 303,2022-06-24 13:09:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-25 13:14:00,73H,73317,N4 303,2022-06-25 13:14:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-26 13:11:00,73H,73317,N4 303,2022-06-26 13:11:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-27 13:13:00,73H,73317,N4 303,2022-06-27 13:13:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-28 13:11:00,73H,73313,N4 303,2022-06-28 13:11:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-29 13:10:00,73H,73313,N4 303,2022-06-29 13:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-06-30 13:10:00,73H,73313,N4 303,2022-06-30 13:10:00,Владикавказ,Россия,Nordwind Airlines,43.024616,44.681771,Москва,55.755864,37.617698
2022-05-05 11:04:00,32Q,73323,N4 213,2022-05-05 11:04:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-05-11 20:04:00,32Q,73322,N4 213,2022-05-11 20:04:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-05-18 20:05:00,32Q,73322,N4 213,2022-05-18 20:05:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-05-25 20:06:00,32Q,73323,N4 213,2022-05-25 20:06:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-06-01 20:24:00,32Q,73323,N4 213,2022-06-01 20:24:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-06-08 20:17:00,32Q,73322,N4 213,2022-06-08 20:17:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-06-15 20:18:00,32B,73326,N4 213,2022-06-15 20:18:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-06-21 20:43:00,32B,73326,N4 213,2022-06-21 20:43:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-06-28 20:47:00,32B,73326,N4 213,2022-06-28 20:47:00,Астрахань,Россия,Nordwind Airlines,46.347614,48.030178,Москва,55.755864,37.617698
2022-05-01 23:04:00,332,73270,N4 207,2022-05-01 23:04:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-01 20:07:00,772,73340,N4 147,2022-05-01 20:07:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-02 19:19:00,32Q,73323,N4 177,2022-05-02 19:19:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-03 08:30:00,321,73271,N4 177,2022-05-03 08:30:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-03 18:11:00,772,73340,N4 237,2022-05-03 18:11:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-06 19:21:00,772,73340,N4 237,2022-05-06 19:21:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-04 08:35:00,321,73271,N4 177,2022-05-04 08:35:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-05 18:40:00,32Q,73322,N4 147,2022-05-05 18:40:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-06 08:36:00,32Q,73322,N4 177,2022-05-06 08:36:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-07 09:10:00,32Q,73323,N4 177,2022-05-07 09:10:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-07 09:50:00,332,73328,N4 207,2022-05-07 09:50:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-08 08:34:00,32Q,73322,N4 177,2022-05-08 08:34:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-08 18:05:00,32Q,73322,N4 147,2022-05-08 18:05:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-09 18:15:00,321,73271,N4 197,2022-05-09 18:15:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-09 08:35:00,32Q,73323,N4 177,2022-05-09 08:35:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-10 18:40:00,73H,73317,N4 167,2022-05-10 18:40:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-10 08:36:00,32Q,73323,N4 177,2022-05-10 08:36:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-11 21:18:00,73H,73269,N4 147,2022-05-11 21:18:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-12 18:15:00,73H,73317,N4 147,2022-05-12 18:15:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-13 18:14:00,73H,73317,N4 147,2022-05-13 18:14:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-14 18:16:00,321,73271,N4 147,2022-05-14 18:16:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-15 18:23:00,32Q,73323,N4 147,2022-05-15 18:23:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-18 08:33:00,73H,73269,N4 177,2022-05-18 08:33:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-16 18:12:00,73H,73317,N4 147,2022-05-16 18:12:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-18 18:10:00,73H,73316,N4 147,2022-05-18 18:10:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-20 18:34:00,321,73271,N4 147,2022-05-20 18:34:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-22 18:18:00,32Q,73322,N4 147,2022-05-22 18:18:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-25 18:18:00,321,73271,N4 147,2022-05-25 18:18:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-26 18:18:00,321,73271,N4 147,2022-05-26 18:18:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-27 18:20:00,73H,73316,N4 147,2022-05-27 18:20:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-29 18:17:00,73H,73313,N4 147,2022-05-29 18:17:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-05-30 18:20:00,32Q,73322,N4 147,2022-05-30 18:20:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-01 18:16:00,32B,73326,N4 147,2022-06-01 18:16:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-03 18:31:00,32Q,73323,N4 147,2022-06-03 18:31:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-04 18:14:00,321,73271,N4 147,2022-06-04 18:14:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-05 18:23:00,73H,73319,N4 147,2022-06-05 18:23:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-06 18:20:00,32B,73326,N4 147,2022-06-06 18:20:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-07 18:20:00,32B,73326,N4 147,2022-06-07 18:20:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-08 18:12:00,32B,73326,N4 147,2022-06-08 18:12:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-09 18:28:00,32B,73326,N4 147,2022-06-09 18:28:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-11 05:57:00,772,73340,N4 207,2022-06-11 05:57:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-10 23:04:00,77W,73847,N4 167,2022-06-10 23:04:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-10 18:19:00,73H,73313,N4 147,2022-06-10 18:19:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-11 18:11:00,32B,73326,N4 147,2022-06-11 18:11:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-12 18:12:00,32B,73326,N4 147,2022-06-12 18:12:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-13 18:18:00,73H,73313,N4 147,2022-06-13 18:18:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-13 21:50:00,77W,73847,N4 167,2022-06-13 21:50:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-14 18:19:00,32Q,73322,N4 147,2022-06-14 18:19:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-15 18:17:00,73H,73317,N4 147,2022-06-15 18:17:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-16 18:19:00,321,73273,N4 147,2022-06-16 18:19:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-18 18:15:00,32Q,73323,N4 147,2022-06-18 18:15:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-17 18:16:00,32Q,73322,N4 147,2022-06-17 18:16:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-19 18:14:00,32B,73326,N4 147,2022-06-19 18:14:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-19 18:12:00,73H,73317,N4 167,2022-06-19 18:12:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-20 18:17:00,32B,73326,N4 147,2022-06-20 18:17:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-20 16:32:00,32Q,73322,N4 9801,2022-06-20 16:32:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-21 18:18:00,32Q,73322,N4 147,2022-06-21 18:18:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-22 18:19:00,32B,73326,N4 147,2022-06-22 18:19:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-23 20:15:00,73H,73315,N4 167,2022-06-23 20:15:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-23 18:11:00,32Q,73323,N4 147,2022-06-23 18:11:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-24 18:17:00,73H,73313,N4 147,2022-06-24 18:17:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-24 20:22:00,32B,73326,N4 167,2022-06-24 20:22:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-25 18:13:00,32Q,73323,N4 147,2022-06-25 18:13:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-26 18:18:00,32B,73326,N4 147,2022-06-26 18:18:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
2022-06-26 17:59:00,73H,73313,N4 167,2022-06-26 17:59:00,Санкт-Петербург,Россия,Nordwind Airlines,59.938955,30.315644,Москва,55.755864,37.617698
